district_id,vegetable,price_per_kg_inr,date_updated
1,Tomato,45.62,2023-03-07
1,Tomato,52.07,2023-03-08
1,Tomato,48.79,2023-03-09
1,Tomato,49.73,2023-03-10
1,Tomato,47.32,2023-03-11
1,Tomato,51.35,2023-03-12
1,Tomato,51.48,2023-03-13
1,Tomato,43.94,2023-03-14
1,Tomato,44.48,2023-03-15
1,Tomato,43.62,2023-03-16
1,Tomato,43.62,2023-03-17
1,Tomato,47.13,2023-03-18
1,Tomato,45.0,2023-03-19
1,Tomato,44.76,2023-03-20
1,Tomato,47.42,2023-03-21
1,Tomato,51.73,2023-03-22
1,Tomato,43.34,2023-03-23
1,Tomato,44.91,2023-03-24
1,Tomato,49.01,2023-03-25
1,Tomato,44.9,2023-03-26
1,Tomato,46.97,2023-03-27
1,Tomato,44.67,2023-03-28
1,Tomato,49.53,2023-03-29
1,Tomato,50.6,2023-03-30
1,Tomato,49.35,2023-03-31
1,Tomato,44.8,2023-04-01
1,Tomato,44.36,2023-04-02
1,Tomato,43.24,2023-04-03
1,Tomato,44.53,2023-04-04
1,Tomato,46.7,2023-04-05
1,Tomato,46.06,2023-04-06
1,Tomato,45.53,2023-04-07
1,Tomato,50.13,2023-04-08
1,Tomato,46.51,2023-04-09
1,Tomato,45.11,2023-04-10
1,Tomato,50.12,2023-04-11
1,Tomato,43.27,2023-04-12
1,Tomato,43.77,2023-04-13
1,Tomato,52.71,2023-04-14
1,Tomato,43.4,2023-04-15
1,Tomato,51.73,2023-04-16
1,Tomato,50.32,2023-04-17
1,Tomato,45.9,2023-04-18
1,Tomato,49.04,2023-04-19
1,Tomato,45.05,2023-04-20
1,Tomato,50.91,2023-04-21
1,Tomato,51.14,2023-04-22
1,Tomato,42.8,2023-04-23
1,Tomato,52.51,2023-04-24
1,Tomato,50.7,2023-04-25
1,Tomato,49.91,2023-04-26
1,Tomato,49.94,2023-04-27
1,Tomato,49.03,2023-04-28
1,Tomato,51.06,2023-04-29
1,Tomato,43.03,2023-04-30
1,Tomato,51.98,2023-05-01
1,Tomato,49.55,2023-05-02
1,Tomato,45.26,2023-05-03
1,Tomato,49.24,2023-05-04
1,Tomato,48.95,2023-05-05
1,Tomato,52.15,2023-05-06
1,Tomato,49.2,2023-05-07
1,Tomato,48.37,2023-05-08
1,Tomato,45.09,2023-05-09
1,Tomato,45.51,2023-05-10
1,Tomato,47.55,2023-05-11
1,Tomato,44.6,2023-05-12
1,Tomato,51.79,2023-05-13
1,Tomato,49.73,2023-05-14
1,Tomato,43.4,2023-05-15
1,Tomato,44.13,2023-05-16
1,Tomato,52.41,2023-05-17
1,Tomato,47.02,2023-05-18
1,Tomato,47.95,2023-05-19
1,Tomato,51.64,2023-05-20
1,Tomato,46.8,2023-05-21
1,Tomato,49.48,2023-05-22
1,Tomato,49.87,2023-05-23
1,Tomato,46.76,2023-05-24
1,Tomato,46.61,2023-05-25
1,Tomato,43.61,2023-05-26
1,Tomato,52.16,2023-05-27
1,Tomato,49.65,2023-05-28
1,Tomato,52.72,2023-05-29
1,Tomato,46.99,2023-05-30
1,Tomato,43.83,2023-05-31
1,Tomato,52.48,2023-06-01
1,Tomato,51.98,2023-06-02
1,Tomato,48.4,2023-06-03
1,Tomato,49.09,2023-06-04
1,Tomato,48.31,2023-06-05
1,Tomato,46.78,2023-06-06
1,Tomato,51.44,2023-06-07
1,Tomato,43.69,2023-06-08
1,Tomato,51.42,2023-06-09
1,Tomato,48.06,2023-06-10
1,Tomato,43.82,2023-06-11
1,Tomato,49.27,2023-06-12
1,Tomato,47.61,2023-06-13
1,Tomato,45.58,2023-06-14
1,Tomato,44.25,2023-06-15
1,Tomato,48.36,2023-06-16
1,Tomato,43.11,2023-06-17
1,Tomato,50.37,2023-06-18
1,Tomato,52.26,2023-06-19
1,Tomato,48.36,2023-06-20
1,Tomato,43.75,2023-06-21
1,Tomato,46.63,2023-06-22
1,Tomato,44.76,2023-06-23
1,Tomato,51.22,2023-06-24
1,Tomato,44.92,2023-06-25
1,Tomato,44.24,2023-06-26
1,Tomato,43.02,2023-06-27
1,Tomato,46.57,2023-06-28
1,Tomato,45.51,2023-06-29
1,Tomato,47.97,2023-06-30
1,Tomato,52.32,2023-07-01
1,Tomato,45.39,2023-07-02
1,Tomato,48.91,2023-07-03
1,Tomato,47.64,2023-07-04
1,Tomato,50.06,2023-07-05
1,Tomato,47.03,2023-07-06
1,Tomato,50.07,2023-07-07
1,Tomato,48.55,2023-07-08
1,Tomato,44.58,2023-07-09
1,Tomato,46.65,2023-07-10
1,Tomato,43.76,2023-07-11
1,Tomato,48.95,2023-07-12
1,Tomato,47.13,2023-07-13
1,Tomato,45.53,2023-07-14
1,Tomato,46.88,2023-07-15
1,Tomato,44.42,2023-07-16
1,Tomato,51.21,2023-07-17
1,Tomato,48.81,2023-07-18
1,Tomato,51.0,2023-07-19
1,Tomato,47.57,2023-07-20
1,Tomato,50.42,2023-07-21
1,Tomato,51.68,2023-07-22
1,Tomato,44.63,2023-07-23
1,Tomato,50.5,2023-07-24
1,Tomato,51.84,2023-07-25
1,Tomato,52.63,2023-07-26
1,Tomato,48.77,2023-07-27
1,Tomato,50.15,2023-07-28
1,Tomato,45.77,2023-07-29
1,Tomato,46.49,2023-07-30
1,Tomato,44.69,2023-07-31
1,Tomato,49.55,2023-08-01
1,Tomato,46.38,2023-08-02
1,Tomato,50.64,2023-08-03
1,Tomato,48.73,2023-08-04
1,Tomato,50.36,2023-08-05
1,Tomato,47.14,2023-08-06
1,Tomato,51.15,2023-08-07
1,Tomato,45.4,2023-08-08
1,Tomato,49.06,2023-08-09
1,Tomato,51.29,2023-08-10
1,Tomato,48.5,2023-08-11
1,Tomato,49.23,2023-08-12
1,Tomato,47.72,2023-08-13
1,Tomato,47.9,2023-08-14
1,Tomato,49.2,2023-08-15
1,Tomato,45.01,2023-08-16
1,Tomato,45.34,2023-08-17
1,Tomato,43.14,2023-08-18
1,Tomato,49.85,2023-08-19
1,Tomato,47.95,2023-08-20
1,Tomato,52.27,2023-08-21
1,Tomato,46.57,2023-08-22
1,Tomato,46.13,2023-08-23
1,Tomato,52.58,2023-08-24
1,Tomato,52.59,2023-08-25
1,Tomato,46.8,2023-08-26
1,Tomato,48.77,2023-08-27
1,Tomato,45.38,2023-08-28
1,Tomato,47.61,2023-08-29
1,Tomato,49.7,2023-08-30
1,Tomato,51.25,2023-08-31
1,Tomato,48.53,2023-09-01
1,Tomato,43.88,2023-09-02
1,Tomato,52.04,2023-09-03
1,Tomato,52.4,2023-09-04
1,Tomato,43.36,2023-09-05
1,Tomato,50.06,2023-09-06
1,Tomato,47.37,2023-09-07
1,Tomato,49.82,2023-09-08
1,Tomato,48.53,2023-09-09
1,Tomato,47.63,2023-09-10
1,Tomato,50.33,2023-09-11
1,Tomato,48.71,2023-09-12
1,Tomato,42.82,2023-09-13
1,Tomato,47.86,2023-09-14
1,Tomato,51.74,2023-09-15
1,Tomato,47.73,2023-09-16
1,Tomato,43.56,2023-09-17
1,Tomato,50.43,2023-09-18
1,Tomato,50.63,2023-09-19
1,Tomato,43.33,2023-09-20
1,Tomato,51.48,2023-09-21
1,Tomato,51.01,2023-09-22
1,Tomato,44.46,2023-09-23
1,Tomato,47.76,2023-09-24
1,Tomato,50.11,2023-09-25
1,Tomato,44.79,2023-09-26
1,Tomato,44.75,2023-09-27
1,Tomato,50.13,2023-09-28
1,Tomato,42.95,2023-09-29
1,Tomato,45.21,2023-09-30
1,Tomato,44.15,2023-10-01
1,Tomato,52.55,2023-10-02
1,Tomato,49.73,2023-10-03
1,Tomato,43.68,2023-10-04
1,Tomato,44.92,2023-10-05
1,Tomato,43.38,2023-10-06
1,Tomato,48.87,2023-10-07
1,Tomato,50.49,2023-10-08
1,Tomato,44.3,2023-10-09
1,Tomato,43.82,2023-10-10
1,Tomato,50.18,2023-10-11
1,Tomato,52.48,2023-10-12
1,Tomato,43.23,2023-10-13
1,Tomato,47.32,2023-10-14
1,Tomato,45.25,2023-10-15
1,Tomato,50.09,2023-10-16
1,Tomato,43.96,2023-10-17
1,Tomato,50.35,2023-10-18
1,Tomato,48.42,2023-10-19
1,Tomato,46.29,2023-10-20
1,Tomato,45.62,2023-10-21
1,Tomato,47.06,2023-10-22
1,Tomato,48.34,2023-10-23
1,Tomato,48.12,2023-10-24
1,Tomato,51.02,2023-10-25
1,Tomato,43.91,2023-10-26
1,Tomato,45.08,2023-10-27
1,Tomato,49.12,2023-10-28
1,Tomato,47.82,2023-10-29
1,Tomato,52.35,2023-10-30
1,Tomato,46.75,2023-10-31
1,Tomato,52.52,2023-11-01
1,Tomato,43.46,2023-11-02
1,Tomato,52.31,2023-11-03
1,Tomato,46.88,2023-11-04
1,Tomato,51.16,2023-11-05
1,Tomato,46.37,2023-11-06
1,Tomato,50.7,2023-11-07
1,Tomato,49.25,2023-11-08
1,Tomato,48.83,2023-11-09
1,Tomato,45.4,2023-11-10
1,Tomato,52.25,2023-11-11
1,Tomato,45.31,2023-11-12
1,Tomato,47.07,2023-11-13
1,Tomato,47.82,2023-11-14
1,Tomato,47.17,2023-11-15
1,Tomato,48.45,2023-11-16
1,Tomato,44.9,2023-11-17
1,Tomato,49.85,2023-11-18
1,Tomato,51.51,2023-11-19
1,Tomato,48.75,2023-11-20
1,Tomato,43.23,2023-11-21
1,Tomato,51.01,2023-11-22
1,Tomato,45.2,2023-11-23
1,Tomato,45.65,2023-11-24
1,Tomato,44.65,2023-11-25
1,Tomato,42.8,2023-11-26
1,Tomato,50.72,2023-11-27
1,Tomato,48.8,2023-11-28
1,Tomato,51.6,2023-11-29
1,Tomato,42.89,2023-11-30
1,Tomato,47.51,2023-12-01
1,Tomato,45.77,2023-12-02
1,Tomato,50.21,2023-12-03
1,Tomato,50.72,2023-12-04
1,Tomato,51.08,2023-12-05
1,Tomato,45.53,2023-12-06
1,Tomato,47.21,2023-12-07
1,Tomato,51.92,2023-12-08
1,Tomato,49.99,2023-12-09
1,Tomato,50.64,2023-12-10
1,Tomato,44.36,2023-12-11
1,Tomato,50.9,2023-12-12
1,Tomato,44.06,2023-12-13
1,Tomato,51.3,2023-12-14
1,Tomato,52.07,2023-12-15
1,Tomato,43.92,2023-12-16
1,Tomato,44.55,2023-12-17
1,Tomato,50.62,2023-12-18
1,Tomato,44.88,2023-12-19
1,Tomato,44.32,2023-12-20
1,Tomato,46.03,2023-12-21
1,Tomato,43.83,2023-12-22
1,Tomato,51.19,2023-12-23
1,Tomato,47.1,2023-12-24
1,Tomato,48.8,2023-12-25
1,Tomato,49.01,2023-12-26
1,Tomato,44.65,2023-12-27
1,Tomato,48.19,2023-12-28
1,Tomato,45.69,2023-12-29
1,Tomato,46.61,2023-12-30
1,Tomato,52.43,2023-12-31
1,Tomato,48.71,2024-01-01
1,Tomato,48.43,2024-01-02
1,Tomato,49.82,2024-01-03
1,Tomato,48.63,2024-01-04
1,Tomato,45.59,2024-01-05
1,Tomato,52.7,2024-01-06
1,Tomato,47.43,2024-01-07
1,Tomato,48.35,2024-01-08
1,Tomato,50.99,2024-01-09
1,Tomato,43.4,2024-01-10
1,Tomato,52.13,2024-01-11
1,Tomato,47.42,2024-01-12
1,Tomato,50.29,2024-01-13
1,Tomato,45.71,2024-01-14
1,Tomato,43.06,2024-01-15
1,Tomato,46.99,2024-01-16
1,Tomato,47.86,2024-01-17
1,Tomato,45.52,2024-01-18
1,Tomato,49.22,2024-01-19
1,Tomato,49.25,2024-01-20
1,Tomato,46.33,2024-01-21
1,Tomato,48.1,2024-01-22
1,Tomato,47.95,2024-01-23
1,Tomato,50.72,2024-01-24
1,Tomato,47.86,2024-01-25
1,Tomato,49.05,2024-01-26
1,Tomato,50.96,2024-01-27
1,Tomato,47.59,2024-01-28
1,Tomato,47.33,2024-01-29
1,Tomato,52.32,2024-01-30
1,Tomato,52.41,2024-01-31
1,Tomato,44.89,2024-02-01
1,Tomato,49.1,2024-02-02
1,Tomato,47.97,2024-02-03
1,Tomato,45.01,2024-02-04
1,Tomato,48.84,2024-02-05
1,Tomato,46.13,2024-02-06
1,Tomato,44.14,2024-02-07
1,Tomato,43.42,2024-02-08
1,Tomato,43.2,2024-02-09
1,Tomato,46.49,2024-02-10
1,Tomato,48.1,2024-02-11
1,Tomato,45.06,2024-02-12
1,Tomato,47.92,2024-02-13
1,Tomato,52.07,2024-02-14
1,Tomato,45.81,2024-02-15
1,Tomato,51.45,2024-02-16
1,Tomato,47.92,2024-02-17
1,Tomato,50.53,2024-02-18
1,Tomato,43.94,2024-02-19
1,Tomato,44.04,2024-02-20
1,Tomato,47.26,2024-02-21
1,Tomato,49.83,2024-02-22
1,Tomato,42.96,2024-02-23
1,Tomato,44.78,2024-02-24
1,Tomato,52.01,2024-02-25
1,Tomato,47.95,2024-02-26
1,Tomato,52.47,2024-02-27
1,Tomato,50.81,2024-02-28
1,Tomato,42.87,2024-02-29
1,Tomato,46.45,2024-03-01
1,Tomato,47.3,2024-03-02
1,Tomato,51.26,2024-03-03
1,Tomato,52.5,2024-03-04
1,Tomato,45.91,2024-03-05
1,Tomato,50.67,2024-03-06
1,Tomato,48.33,2024-03-07
1,Tomato,48.05,2024-03-08
1,Tomato,48.73,2024-03-09
1,Tomato,51.98,2024-03-10
1,Tomato,50.17,2024-03-11
1,Tomato,43.83,2024-03-12
1,Tomato,48.55,2024-03-13
1,Tomato,43.61,2024-03-14
1,Tomato,49.15,2024-03-15
1,Tomato,46.73,2024-03-16
1,Tomato,44.01,2024-03-17
1,Tomato,51.82,2024-03-18
1,Tomato,43.1,2024-03-19
1,Tomato,44.93,2024-03-20
1,Tomato,49.45,2024-03-21
1,Tomato,44.35,2024-03-22
1,Tomato,46.17,2024-03-23
1,Tomato,49.64,2024-03-24
1,Tomato,48.49,2024-03-25
1,Tomato,51.56,2024-03-26
1,Tomato,49.66,2024-03-27
1,Tomato,48.03,2024-03-28
1,Tomato,43.18,2024-03-29
1,Tomato,44.35,2024-03-30
1,Tomato,42.86,2024-03-31
1,Tomato,42.78,2024-04-01
1,Tomato,47.65,2024-04-02
1,Tomato,49.71,2024-04-03
1,Tomato,51.15,2024-04-04
1,Tomato,51.89,2024-04-05
1,Tomato,49.54,2024-04-06
1,Tomato,45.42,2024-04-07
1,Tomato,52.35,2024-04-08
1,Tomato,46.48,2024-04-09
1,Tomato,45.34,2024-04-10
1,Tomato,50.08,2024-04-11
1,Tomato,43.65,2024-04-12
1,Tomato,47.67,2024-04-13
1,Tomato,49.17,2024-04-14
1,Tomato,47.8,2024-04-15
1,Tomato,44.7,2024-04-16
1,Tomato,52.73,2024-04-17
1,Tomato,45.73,2024-04-18
1,Tomato,44.41,2024-04-19
1,Tomato,50.98,2024-04-20
1,Tomato,43.0,2024-04-21
1,Tomato,45.75,2024-04-22
1,Tomato,43.1,2024-04-23
1,Tomato,46.19,2024-04-24
1,Tomato,52.22,2024-04-25
1,Tomato,46.63,2024-04-26
1,Tomato,46.72,2024-04-27
1,Tomato,49.46,2024-04-28
1,Tomato,48.52,2024-04-29
1,Tomato,45.98,2024-04-30
1,Tomato,48.28,2024-05-01
1,Tomato,52.67,2024-05-02
1,Tomato,43.72,2024-05-03
1,Tomato,43.56,2024-05-04
1,Tomato,48.47,2024-05-05
1,Tomato,47.03,2024-05-06
1,Tomato,49.11,2024-05-07
1,Tomato,45.72,2024-05-08
1,Tomato,49.85,2024-05-09
1,Tomato,45.23,2024-05-10
1,Tomato,42.81,2024-05-11
1,Tomato,45.1,2024-05-12
1,Tomato,52.59,2024-05-13
1,Tomato,45.39,2024-05-14
1,Tomato,44.63,2024-05-15
1,Tomato,49.51,2024-05-16
1,Tomato,50.0,2024-05-17
1,Tomato,51.28,2024-05-18
1,Tomato,51.28,2024-05-19
1,Tomato,44.83,2024-05-20
1,Tomato,46.05,2024-05-21
1,Tomato,44.71,2024-05-22
1,Tomato,49.15,2024-05-23
1,Tomato,45.62,2024-05-24
1,Tomato,52.42,2024-05-25
1,Tomato,49.71,2024-05-26
1,Tomato,47.05,2024-05-27
1,Tomato,47.79,2024-05-28
1,Tomato,45.62,2024-05-29
1,Tomato,50.11,2024-05-30
1,Tomato,48.17,2024-05-31
1,Tomato,52.75,2024-06-01
1,Tomato,50.47,2024-06-02
1,Tomato,44.27,2024-06-03
1,Tomato,47.86,2024-06-04
1,Tomato,46.65,2024-06-05
1,Tomato,51.08,2024-06-06
1,Tomato,42.8,2024-06-07
1,Tomato,47.18,2024-06-08
1,Tomato,48.19,2024-06-09
1,Tomato,48.83,2024-06-10
1,Tomato,48.38,2024-06-11
1,Tomato,47.28,2024-06-12
1,Tomato,50.32,2024-06-13
1,Tomato,44.98,2024-06-14
1,Tomato,49.61,2024-06-15
1,Tomato,52.23,2024-06-16
1,Tomato,43.17,2024-06-17
1,Tomato,48.61,2024-06-18
1,Tomato,46.53,2024-06-19
1,Tomato,49.16,2024-06-20
1,Tomato,44.56,2024-06-21
1,Tomato,52.28,2024-06-22
1,Tomato,44.48,2024-06-23
1,Tomato,44.59,2024-06-24
1,Tomato,44.63,2024-06-25
1,Tomato,49.51,2024-06-26
1,Tomato,46.02,2024-06-27
1,Tomato,47.63,2024-06-28
1,Tomato,52.44,2024-06-29
1,Tomato,48.97,2024-06-30
1,Tomato,45.65,2024-07-01
1,Tomato,46.07,2024-07-02
1,Tomato,52.25,2024-07-03
1,Tomato,50.13,2024-07-04
1,Tomato,48.7,2024-07-05
1,Tomato,51.45,2024-07-06
1,Tomato,43.03,2024-07-07
1,Tomato,45.34,2024-07-08
1,Tomato,45.56,2024-07-09
1,Tomato,45.09,2024-07-10
1,Tomato,46.71,2024-07-11
1,Tomato,47.98,2024-07-12
1,Tomato,48.02,2024-07-13
1,Tomato,51.7,2024-07-14
1,Tomato,49.26,2024-07-15
1,Tomato,47.36,2024-07-16
1,Tomato,50.64,2024-07-17
1,Tomato,46.02,2024-07-18
1,Tomato,48.88,2024-07-19
1,Tomato,48.08,2024-07-20
1,Tomato,43.33,2024-07-21
1,Tomato,48.26,2024-07-22
1,Tomato,47.17,2024-07-23
1,Tomato,46.19,2024-07-24
1,Tomato,46.98,2024-07-25
1,Tomato,51.49,2024-07-26
1,Tomato,45.97,2024-07-27
1,Tomato,51.99,2024-07-28
1,Tomato,43.2,2024-07-29
1,Tomato,45.76,2024-07-30
1,Tomato,43.37,2024-07-31
1,Tomato,52.47,2024-08-01
1,Tomato,50.05,2024-08-02
1,Tomato,49.06,2024-08-03
1,Tomato,50.15,2024-08-04
1,Tomato,42.87,2024-08-05
1,Tomato,48.53,2024-08-06
1,Tomato,50.07,2024-08-07
1,Tomato,45.73,2024-08-08
1,Tomato,44.94,2024-08-09
1,Tomato,46.69,2024-08-10
1,Tomato,47.92,2024-08-11
1,Tomato,42.95,2024-08-12
1,Tomato,46.88,2024-08-13
1,Tomato,48.36,2024-08-14
1,Tomato,44.98,2024-08-15
1,Tomato,43.57,2024-08-16
1,Tomato,45.12,2024-08-17
1,Tomato,43.47,2024-08-18
1,Tomato,47.9,2024-08-19
1,Tomato,52.11,2024-08-20
1,Tomato,42.94,2024-08-21
1,Tomato,50.13,2024-08-22
1,Tomato,51.25,2024-08-23
1,Tomato,43.65,2024-08-24
1,Tomato,46.79,2024-08-25
1,Tomato,47.22,2024-08-26
1,Tomato,49.23,2024-08-27
1,Tomato,51.3,2024-08-28
1,Tomato,47.58,2024-08-29
1,Tomato,45.2,2024-08-30
1,Tomato,49.79,2024-08-31
1,Tomato,45.58,2024-09-01
1,Tomato,42.84,2024-09-02
1,Tomato,49.19,2024-09-03
1,Tomato,47.75,2024-09-04
1,Tomato,44.41,2024-09-05
1,Tomato,51.03,2024-09-06
1,Tomato,52.33,2024-09-07
1,Tomato,48.81,2024-09-08
1,Tomato,43.91,2024-09-09
1,Tomato,44.26,2024-09-10
1,Tomato,43.57,2024-09-11
1,Tomato,47.57,2024-09-12
1,Tomato,45.69,2024-09-13
1,Tomato,45.08,2024-09-14
1,Tomato,44.79,2024-09-15
1,Tomato,49.41,2024-09-16
1,Tomato,45.53,2024-09-17
1,Tomato,49.83,2024-09-18
1,Tomato,49.04,2024-09-19
1,Tomato,45.44,2024-09-20
1,Tomato,47.13,2024-09-21
1,Tomato,49.59,2024-09-22
1,Tomato,43.6,2024-09-23
1,Tomato,43.73,2024-09-24
1,Tomato,44.73,2024-09-25
1,Tomato,43.79,2024-09-26
1,Tomato,50.81,2024-09-27
1,Tomato,42.93,2024-09-28
1,Tomato,45.43,2024-09-29
1,Tomato,52.63,2024-09-30
1,Tomato,52.52,2024-10-01
1,Tomato,43.99,2024-10-02
1,Tomato,47.01,2024-10-03
1,Tomato,50.27,2024-10-04
1,Tomato,51.6,2024-10-05
1,Tomato,51.46,2024-10-06
1,Tomato,48.89,2024-10-07
1,Tomato,52.73,2024-10-08
1,Tomato,44.52,2024-10-09
1,Tomato,50.46,2024-10-10
1,Tomato,45.7,2024-10-11
1,Tomato,44.38,2024-10-12
1,Tomato,52.51,2024-10-13
1,Tomato,47.04,2024-10-14
1,Tomato,46.42,2024-10-15
1,Tomato,49.56,2024-10-16
1,Tomato,44.32,2024-10-17
1,Tomato,51.85,2024-10-18
1,Tomato,45.14,2024-10-19
1,Tomato,45.68,2024-10-20
1,Tomato,52.45,2024-10-21
1,Tomato,51.45,2024-10-22
1,Tomato,42.89,2024-10-23
1,Tomato,44.75,2024-10-24
1,Tomato,51.47,2024-10-25
1,Tomato,48.22,2024-10-26
1,Tomato,49.35,2024-10-27
1,Tomato,47.78,2024-10-28
1,Tomato,42.84,2024-10-29
1,Tomato,50.91,2024-10-30
1,Tomato,46.16,2024-10-31
1,Tomato,50.66,2024-11-01
1,Tomato,51.79,2024-11-02
1,Tomato,52.14,2024-11-03
1,Tomato,46.71,2024-11-04
1,Tomato,44.34,2024-11-05
1,Tomato,50.08,2024-11-06
1,Tomato,47.69,2024-11-07
1,Tomato,49.91,2024-11-08
1,Tomato,51.25,2024-11-09
1,Tomato,44.56,2024-11-10
1,Tomato,48.81,2024-11-11
1,Tomato,43.49,2024-11-12
1,Tomato,44.82,2024-11-13
1,Tomato,45.93,2024-11-14
1,Tomato,48.43,2024-11-15
1,Tomato,45.35,2024-11-16
1,Tomato,44.51,2024-11-17
1,Tomato,47.11,2024-11-18
1,Tomato,43.91,2024-11-19
1,Tomato,44.66,2024-11-20
1,Tomato,46.91,2024-11-21
1,Tomato,44.65,2024-11-22
1,Tomato,44.44,2024-11-23
1,Tomato,47.28,2024-11-24
1,Tomato,43.13,2024-11-25
1,Tomato,45.95,2024-11-26
1,Tomato,44.97,2024-11-27
1,Tomato,49.44,2024-11-28
1,Tomato,48.98,2024-11-29
1,Tomato,51.19,2024-11-30
1,Tomato,48.49,2024-12-01
1,Tomato,43.53,2024-12-02
1,Tomato,47.95,2024-12-03
1,Tomato,52.21,2024-12-04
1,Tomato,46.54,2024-12-05
1,Tomato,52.67,2024-12-06
1,Tomato,50.99,2024-12-07
1,Tomato,50.33,2024-12-08
1,Tomato,43.94,2024-12-09
1,Tomato,50.46,2024-12-10
1,Tomato,46.25,2024-12-11
1,Tomato,45.28,2024-12-12
1,Tomato,48.0,2024-12-13
1,Tomato,46.96,2024-12-14
1,Tomato,43.8,2024-12-15
1,Tomato,45.75,2024-12-16
1,Tomato,49.23,2024-12-17
1,Tomato,50.8,2024-12-18
1,Tomato,45.06,2024-12-19
1,Tomato,44.34,2024-12-20
1,Tomato,46.21,2024-12-21
1,Tomato,48.4,2024-12-22
1,Tomato,43.82,2024-12-23
1,Tomato,49.97,2024-12-24
1,Tomato,42.91,2024-12-25
1,Tomato,50.62,2024-12-26
1,Tomato,51.18,2024-12-27
1,Tomato,50.24,2024-12-28
1,Tomato,52.33,2024-12-29
1,Tomato,43.3,2024-12-30
1,Tomato,44.98,2024-12-31
1,Tomato,46.99,2025-01-01
1,Tomato,42.79,2025-01-02
1,Tomato,49.59,2025-01-03
1,Tomato,43.71,2025-01-04
1,Tomato,51.14,2025-01-05
1,Tomato,47.05,2025-01-06
1,Tomato,47.55,2025-01-07
1,Tomato,45.53,2025-01-08
1,Tomato,49.67,2025-01-09
1,Tomato,52.29,2025-01-10
1,Tomato,43.54,2025-01-11
1,Tomato,48.9,2025-01-12
1,Tomato,51.49,2025-01-13
1,Tomato,52.08,2025-01-14
1,Tomato,51.0,2025-01-15
1,Tomato,52.38,2025-01-16
1,Tomato,51.81,2025-01-17
1,Tomato,50.18,2025-01-18
1,Tomato,49.89,2025-01-19
1,Tomato,43.15,2025-01-20
1,Tomato,48.51,2025-01-21
1,Tomato,47.51,2025-01-22
1,Tomato,44.38,2025-01-23
1,Tomato,46.36,2025-01-24
1,Tomato,43.91,2025-01-25
1,Tomato,44.12,2025-01-26
1,Tomato,48.58,2025-01-27
1,Tomato,48.13,2025-01-28
1,Tomato,47.4,2025-01-29
1,Tomato,45.67,2025-01-30
1,Tomato,49.4,2025-01-31
1,Tomato,43.12,2025-02-01
1,Tomato,45.02,2025-02-02
1,Tomato,51.53,2025-02-03
1,Tomato,46.39,2025-02-04
1,Tomato,49.89,2025-02-05
1,Tomato,47.23,2025-02-06
1,Tomato,46.84,2025-02-07
1,Tomato,43.85,2025-02-08
1,Tomato,45.12,2025-02-09
1,Tomato,51.64,2025-02-10
1,Tomato,45.69,2025-02-11
1,Tomato,48.92,2025-02-12
1,Tomato,49.96,2025-02-13
